,CnpjCpf,Nome,NomeFantasia,Logradouro,NumeroLogradouro,ComplementoEndereco,BairroEndereco,MunicipioEndereco,UfEndereco,TelefonePrincipal,EmailPrincipal,Site,ReceitaSituacao,ReceitaDataSituacao,ReceitaMotivoSituacao,ReceitaTipo,ReceitaAbertura,ReceitaNaturezaJuridica,ReceitaEFR,ReceitaSituacaoEspecial,ReceitaDataSituacaoEspecial,ReceitaCapitalSocial,CadastroRaizCNPJ_Id,Nire,OpcaoTributaria,SimplesNacional,SIMEI,SimplesNacionalSIMEIConsultaDe,Porte,ReceitaAtividade,ReceitaAtividadeSecundaria,VaduAtividadeCNAE,ReceitaMatrizCapitalSocial,CepEnderecoFormatado,Socios,CodIbge
179,07.622.613/0001-00,COLEGIO VISAO LTDA,COLEGIO VISAO,R JOMILDA CAMARGO DA CUNHA,198,,KOBRASOL,SAO JOSE,SC,(48) 3259-0198,,,ATIVA,2005-10-05T00:00:00.000,,MATRIZ,2005-10-05T00:00:00.000,206-2 - Sociedade Empresária Limitada,,,,1280382.0,7622613,42.203.678.260,,,,,DEMAIS,"85.11-2/00 Educação infantil - creche
","46.47-8/01 Comércio atacadista de artigos de escritório e de papelaria
46.47-8/02 Comércio atacadista de livros, jornais e outras publicações
47.61-0/01 Comércio varejista de livros
47.61-0/03 Comércio varejista de artigos de papelaria
47.81-4/00 Comércio varejista de artigos do vestuário e acessórios
85.13-9/00 Ensino fundamental
85.20-1/00 Ensino médio
",Serviço,1280382.0,88102-320,"[{'Qualificacao': '22-Sócio', 'PaisOrigem': '', 'QualificacaoRepresentanteLegal': '', 'Nome': 'SOE OPERACOES ESCOLARES S.A.', 'NomeRepresentanteLegal': None}, {'Qualificacao': '22-Sócio', 'PaisOrigem': '', 'QualificacaoRepresentanteLegal': '', 'Nome': 'EDITORA ATICA S.A.', 'NomeRepresentanteLegal': 'MARIO GHIO JUNIOR'}, {'Qualificacao': '05-Administrador', 'PaisOrigem': '', 'QualificacaoRepresentanteLegal': '', 'Nome': 'MARIO GHIO JUNIOR', 'NomeRepresentanteLegal': None}, {'Qualificacao': '05-Administrador', 'PaisOrigem': '', 'QualificacaoRepresentanteLegal': '', 'Nome': 'ROBERTO AFONSO VALERIO NETO', 'NomeRepresentanteLegal': None}, {'Qualificacao': '05-Administrador', 'PaisOrigem': '', 'QualificacaoRepresentanteLegal': '', 'Nome': 'JAMIL SAUD MARQUES', 'NomeRepresentanteLegal': None}, {'Qualificacao': '05-Administrador', 'PaisOrigem': '', 'QualificacaoRepresentanteLegal': '', 'Nome': 'PAULO SERINO DE SOUZA', 'NomeRepresentanteLegal': None}]",4216602
180,79.024.501/0001-68,ENFESMAK INDUSTRIA E COMERCIO LTDA,,R ITAJAI,3606,,VORSTADT,BLUMENAU,SC,,,,ATIVA,2005-11-03T00:00:00.000,,MATRIZ,1985-12-02T00:00:00.000,206-2 - Sociedade Empresária Limitada,,,,50000.0,79024501,42.200.770.432,,,,,EPP,"28.63-1/00 Fabricação de máquinas e equipamentos para a indústria têxtil, peças e acessórios
","33.21-0/00 Instalação de máquinas e equipamentos industriais
",Indústria,50000.0,89015-201,"[{'Qualificacao': '49-Sócio-Administrador', 'PaisOrigem': '', 'QualificacaoRepresentanteLegal': '', 'Nome': 'JEISON RAFAEL SASSE', 'NomeRepresentanteLegal': None}, {'Qualificacao': '49-Sócio-Administrador', 'PaisOrigem': '', 'QualificacaoRepresentanteLegal': '', 'Nome': 'JOHNNY DOUGLAS SASSE', 'NomeRepresentanteLegal': None}]",4202404
181,10.374.537/0001-75,ELETROLED ATACADISTA DE MATERIAIS DE CONSTRUCAO E ELETRICOS EIRELI,ELETROLED DISTRIBUIDORA DE MAT. DE CONST.E ELETRICO,R OTTOKAR DOERFFEL,789,SALA: 02-FUNDOS;,ANITA GARIBALDI,JOINVILLE,SC,(47) 3028-0411,,www.eletroled.com.br,ATIVA,2008-09-29T00:00:00.000,,MATRIZ,2008-09-29T00:00:00.000,230-5 - Empresa Individual de Responsabilidade Limitada (de Natureza Empresária),,,,95000.0,10374537,42.600.356.064,LUCRO PRESUMIDO,False,False,2021-04-23T11:18:48.000,DEMAIS,"46.79-6/99 Comércio atacadista de materiais de construção em geral
","46.73-7/00 Comércio atacadista de material elétrico
",Comércio,95000.0,89203-307,"[{'Qualificacao': '65-Titular Pessoa Física Residente ou Domiciliado no Brasil', 'PaisOrigem': '', 'QualificacaoRepresentanteLegal': '', 'Nome': 'TARCISIO SCHMIDT', 'NomeRepresentanteLegal': None}]",4209102
182,06.938.426/0001-77,ELLO INDUSTRIA E COMERCIO DE TUBOS E ACESSORIOS EIRELI,,RUA JOAO MEDEIROS DA COSTA,155,,CILO 3,LONDRINA,PR,(43) 3878-1995/ (43) 3818-1966,contabilidade@ellotubos.com,,BAIXADA,2020-01-10T00:00:00.000,EXTINCAO P/ ENC LIQ VOLUNTARIA,MATRIZ,2004-08-18T00:00:00.000,230-5 - Empresa Individual de Responsabilidade Limitada (de Natureza Empresária),,,,75000.0,6938426,41.205.298.617,,False,False,2018-12-07T16:49:52.000,DEMAIS,,"00.00-0/00 Não informada
",,75000.0,86072-420,"[{'Qualificacao': '65-Titular Pessoa Física Residente ou Domiciliado no Brasil', 'PaisOrigem': '', 'QualificacaoRepresentanteLegal': '', 'Nome': 'ERNANI KOJI TUTIDA', 'NomeRepresentanteLegal': None}]",4113700
183,04.861.226/0001-38,GRAPPA INDUSTRIA E COMERCIO DE MOVEIS - EIRELI,,R JURITI,126,GALPAOPORTAO 56,VILA INDUSTRIAL,ARAPONGAS,PR,(43) 3252-1688,,,ATIVA,2002-01-17T00:00:00.000,,MATRIZ,2002-01-17T00:00:00.000,230-5 - Empresa Individual de Responsabilidade Limitada (de Natureza Empresária),,,,4000000.0,4861226,41.600.680.014,LUCRO REAL,False,False,2018-11-20T00:00:00.000,EPP,"31.01-2/00 Fabricação de móveis com predominância de madeira
","00.00-0/00 Não informada
",Indústria,4000000.0,86706-010,"[{'Qualificacao': '65-Titular Pessoa Física Residente ou Domiciliado no Brasil', 'PaisOrigem': '', 'QualificacaoRepresentanteLegal': '', 'Nome': 'FABRICIO BUSSADORI', 'NomeRepresentanteLegal': None}]",4101507
184,01.956.679/0001-50,TOMASONI INDUSTRIA DE MAQUINAS LTDA,,R WANDA DOS SANTOS MULLMANN,1604,,PLANTA PORTLAND,PINHAIS,PR,(41) 3667-2063,,www.tomasoni.ind.br,ATIVA,2005-11-03T00:00:00.000,,MATRIZ,1997-06-30T00:00:00.000,206-2 - Sociedade Empresária Limitada,,,,800000.0,1956679,41.203.752.787,LUCRO PRESUMIDO,False,False,2018-11-20T00:00:00.000,DEMAIS,"28.65-8/00 Fabricação de máquinas e equipamentos para as indústrias de celulose, papel e papelão e artefatos, peças e acessórios
","33.21-0/00 Instalação de máquinas e equipamentos industriais
",Indústria,800000.0,83323-400,"[{'Qualificacao': '49-Sócio-Administrador', 'PaisOrigem': '', 'QualificacaoRepresentanteLegal': '', 'Nome': 'GERALDO CONSTANTE TOMASONI', 'NomeRepresentanteLegal': None}, {'Qualificacao': '49-Sócio-Administrador', 'PaisOrigem': '', 'QualificacaoRepresentanteLegal': '', 'Nome': 'SERGIO ROBERTO ALVES BRUGNOLO', 'NomeRepresentanteLegal': None}]",4119152
185,17.713.089/0001-36,ARVAL BENEFICIAMENTOS TEXTEIS S/A,ARVAL PARTICIPACOES,ROD JORGE LACERDA,5333,,POCO GRANDE,GASPAR,SC,(47) 3351-5612/ (47) 3351-3957,andre06@terra.com.br,,ATIVA,2013-03-05T00:00:00.000,,MATRIZ,2013-03-05T00:00:00.000,205-4 - Sociedade Anônima Fechada,,,,400000.0,17713089,42.300.039.004,,False,False,2020-01-09T09:00:35.000,DEMAIS,"13.40-5/02 Alvejamento, tingimento e torção em fios, tecidos, artefatos têxteis e peças do vestuário
","46.41-9/03 Comércio atacadista de artigos de armarinho
46.41-9/01 Comércio atacadista de tecidos
13.11-1/00 Preparação e fiação de fibras de algodão
13.21-9/00 Tecelagem de fios de algodão
",Indústria,400000.0,89110-001,"[{'Qualificacao': '10-Diretor', 'PaisOrigem': '', 'QualificacaoRepresentanteLegal': '', 'Nome': 'ARNALDO CADORE', 'NomeRepresentanteLegal': None}, {'Qualificacao': '10-Diretor', 'PaisOrigem': '', 'QualificacaoRepresentanteLegal': '', 'Nome': 'VIVIANE APARECIDA PEDRINI CADORE', 'NomeRepresentanteLegal': None}]",4205902
186,83.284.158/0001-68,MODECOL MOVEIS E DECORACOES LTDA,,ROD BR 101 KM 204 ESQ C/R GIZELA,SN,,BARREIROS,SAO JOSE,SC,,,,ATIVA,2004-09-04T00:00:00.000,,MATRIZ,1976-09-27T00:00:00.000,206-2 - Sociedade Empresária Limitada,,,,200000.0,83284158,42.200.028.621,SIMPLES NACIONAL,False,False,2020-09-04T08:00:54.000,EPP,"31.01-2/00 Fabricação de móveis com predominância de madeira
","47.54-7/01 Comércio varejista de móveis
47.54-7/01 Comércio varejista de móveis
",Indústria,200000.0,88110-200,"[{'Qualificacao': '49-Sócio-Administrador', 'PaisOrigem': '', 'QualificacaoRepresentanteLegal': '', 'Nome': 'ORLINDIO DA SILVA', 'NomeRepresentanteLegal': None}]",4216602
187,01.322.816/0001-02,KRETZER DISTRIBUIDORA LTDA,DISTRIBUIDORA KRETZER,ROD BR 101,SN,KM 209 GALPAO,PICADAS DO SUL,SAO JOSE,SC,(48) 3381-4500/ (48) 3381-4550,kretzer@kretzer.com.br,www.kretzer.com.br,ATIVA,2004-12-24T00:00:00.000,,MATRIZ,1996-07-22T00:00:00.000,206-2 - Sociedade Empresária Limitada,,,,833318.0,1322816,42.202.195.770,LUCRO REAL,,,,DEMAIS,"46.49-4/08 Comércio atacadista de produtos de higiene, limpeza e conservação domiciliar
","46.23-1/09 Comércio atacadista de alimentos para animais
46.32-0/01 Comércio atacadista de cereais e leguminosas beneficiados
46.32-0/02 Comércio atacadista de farinhas, amidos e féculas
46.35-4/99 Comércio atacadista de bebidas não especificadas anteriormente
46.37-1/07 Comércio atacadista de chocolates, confeitos, balas, bombons e semelhantes
46.37-1/99 Comércio atacadista especializado em outros produtos alimentícios não especificados anteriormente
46.39-7/01 Comércio atacadista de produtos alimentícios em geral
46.39-7/02 Comércio atacadista de produtos alimentícios em geral, com atividade de fracionamento e acondicionamento associada
46.43-5/01 Comércio atacadista de calçados
46.46-0/01 Comércio atacadista de cosméticos e produtos de perfumaria
46.46-0/02 Comércio atacadista de produtos de higiene pessoal
46.49-4/01 Comércio atacadista de equipamentos elétricos de uso pessoal e doméstico
46.49-4/99 Comércio atacadista de outros equipamentos e artigos de uso pessoal e doméstico não especificados anteriormente
46.86-9/02 Comércio atacadista de embalagens
46.91-5/00 Comércio atacadista de mercadorias em geral, com predominância de produtos alimentícios
",Comércio,833318.0,88106-100,"[{'Qualificacao': '49-Sócio-Administrador', 'PaisOrigem': '', 'QualificacaoRepresentanteLegal': '', 'Nome': 'ZURI SISINIO KRETZER', 'NomeRepresentanteLegal': None}, {'Qualificacao': '49-Sócio-Administrador', 'PaisOrigem': '', 'QualificacaoRepresentanteLegal': '', 'Nome': 'ZULMAR JOSE KRETZER', 'NomeRepresentanteLegal': None}]",4216602
188,79.022.877/0001-33,JOHNMAR COMERCIO E REPRESENTACOES LTDA,,R GOVERNADOR PEDRO IVO CAMPOS,170-A,,AREA INDUSTRIAL,SAO JOSE,SC,(48) 3257-2838,,,ATIVA,2003-10-18T00:00:00.000,,MATRIZ,1985-11-27T00:00:00.000,206-2 - Sociedade Empresária Limitada,,,,180000.0,79022877,42.200.767.580,LUCRO PRESUMIDO,,,,DEMAIS,"46.49-4/08 Comércio atacadista de produtos de higiene, limpeza e conservação domiciliar
","46.18-4/99 Outros representantes comerciais e agentes do comércio especializado em produtos não especificados anteriormente
46.19-2/00 Representantes comerciais e agentes do comércio de mercadorias em geral não especializado
52.11-7/99 Depósitos de mercadorias para terceiros, exceto armazéns gerais e guarda-móveis
46.46-0/01 Comércio atacadista de cosméticos e produtos de perfumaria
46.46-0/02 Comércio atacadista de produtos de higiene pessoal
",Comércio,180000.0,88104-780,"[{'Qualificacao': '49-Sócio-Administrador', 'PaisOrigem': '', 'QualificacaoRepresentanteLegal': '', 'Nome': 'ADEMAR JOSE PEREIRA', 'NomeRepresentanteLegal': None}, {'Qualificacao': '49-Sócio-Administrador', 'PaisOrigem': '', 'QualificacaoRepresentanteLegal': '', 'Nome': 'PABLO SORIA PEREIRA', 'NomeRepresentanteLegal': None}]",4216602
189,00.478.490/0001-36,ARTINOX DECORACOES LTDA,ARTINOX DECORACOES,R DORALICE RAMOS PINHO,740,,BAIRRO IPIRANGA,SAO JOSE,SC,(48) 3246-6678,artinox@artinoxdecoracoes.com.br,,ATIVA,2000-12-23T00:00:00.000,,MATRIZ,1995-03-14T00:00:00.000,206-2 - Sociedade Empresária Limitada,,,,88000.0,478490,42.600.268.262,SIMPLES NACIONAL,,,,EPP,"25.42-0/00 Fabricação de artigos de serralheria, exceto esquadrias
","25.39-0/01 Serviços de usinagem, torneiria e solda
25.93-4/00 Fabricação de artigos de metal para uso doméstico e pessoal
25.99-3/99 Fabricação de outros produtos de metal não especificados anteriormente
",Indústria,88000.0,88111-310,"[{'Qualificacao': '49-Sócio-Administrador', 'PaisOrigem': '', 'QualificacaoRepresentanteLegal': '', 'Nome': 'CARLOS VAZ', 'NomeRepresentanteLegal': None}, {'Qualificacao': '49-Sócio-Administrador', 'PaisOrigem': '', 'QualificacaoRepresentanteLegal': '', 'Nome': 'RODRIGO VAZ', 'NomeRepresentanteLegal': None}, {'Qualificacao': '49-Sócio-Administrador', 'PaisOrigem': '', 'QualificacaoRepresentanteLegal': '', 'Nome': 'THIAGO VAZ', 'NomeRepresentanteLegal': None}]",4216602
190,09.465.904/0001-67,UNITECH INDUSTRIA DE MAQUINAS LTDA,UNITECH SERVICOS,R ARLINDO NATAL,303,,UBERABA,CURITIBA,PR,(41) 3203-0841/ (41) 3203-0842,unitech@unitechmaquinas.com,,ATIVA,2008-01-29T00:00:00.000,,MATRIZ,2008-01-29T00:00:00.000,206-2 - Sociedade Empresária Limitada,,,,5000.0,9465904,41.206.112.151,,False,False,2018-11-20T00:00:00.000,DEMAIS,"28.62-3/00 Fabricação de máquinas e equipamentos para as indústrias de alimentos, bebidas e fumo, peças e acessórios
","33.14-7/19 Manutenção e reparação de máquinas e equipamentos para as indústrias de alimentos, bebidas e fumo
",Indústria,5000.0,81580-460,"[{'Qualificacao': '49-Sócio-Administrador', 'PaisOrigem': '', 'QualificacaoRepresentanteLegal': '', 'Nome': 'VALDILENO DA SILVA', 'NomeRepresentanteLegal': None}]",4106902
191,80.391.956/0001-09,MGS INDUSTRIA E COMERCIO DE PLASTICOS LTDA,,R TERRA BOA,761,,V. EMILIANO PERNETA,PINHAIS,PR,,,www.mgsplasticos.com.br,ATIVA,2003-10-04T00:00:00.000,,MATRIZ,1988-01-20T00:00:00.000,206-2 - Sociedade Empresária Limitada,,,,1800000.0,80391956,41.201.979.652,LUCRO REAL,False,False,2020-10-16T13:56:32.000,DEMAIS,"22.29-3/02 Fabricação de artefatos de material plástico para usos industriais
","46.84-2/01 Comércio atacadista de resinas e elastômeros
46.19-2/00 Representantes comerciais e agentes do comércio de mercadorias em geral não especializado
",Indústria,1800000.0,83324-040,"[{'Qualificacao': '49-Sócio-Administrador', 'PaisOrigem': '', 'QualificacaoRepresentanteLegal': '', 'Nome': 'MARCIO LUIZ SIEDEL', 'NomeRepresentanteLegal': None}, {'Qualificacao': '49-Sócio-Administrador', 'PaisOrigem': '', 'QualificacaoRepresentanteLegal': '', 'Nome': 'FABIO VICTOR SIEDEL', 'NomeRepresentanteLegal': None}, {'Qualificacao': '22-Sócio', 'PaisOrigem': '', 'QualificacaoRepresentanteLegal': '', 'Nome': 'NEIDE THEREZINHA ALBERTI SIEDEL', 'NomeRepresentanteLegal': None}]",4119152
192,76.096.155/0001-35,CERAMICA SETENTA LTDA,CERAMICA SETENTA,R DIOGO EMANUEL DE ALMEIDA,S/N,,CENTRO,GUAMIRANGA,PR,(0042) 0438-1147,setenta@convoy.com.br,,ATIVA,2005-11-03T00:00:00.000,,MATRIZ,1970-11-01T00:00:00.000,206-2 - Sociedade Empresária Limitada,,,,,76096155,41.201.562.778,LUCRO PRESUMIDO,True,False,2021-03-16T14:24:23.000,DEMAIS,"23.42-7/02 Fabricação de artefatos de cerâmica e barro cozido para uso na construção, exceto azulejos e pisos
","49.30-2/02 Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional
",Indústria,,84435-000,"[{'Qualificacao': '22-Sócio', 'PaisOrigem': '', 'QualificacaoRepresentanteLegal': '', 'Nome': 'CLODORICE JULIETA FENKER', 'NomeRepresentanteLegal': None}, {'Qualificacao': '49-Sócio-Administrador', 'PaisOrigem': '', 'QualificacaoRepresentanteLegal': '', 'Nome': 'NELSON THEODORO FENKER', 'NomeRepresentanteLegal': None}, {'Qualificacao': '49-Sócio-Administrador', 'PaisOrigem': '', 'QualificacaoRepresentanteLegal': '', 'Nome': 'JOAO ORESTES FENKER', 'NomeRepresentanteLegal': None}]",4108957
193,02.147.467/0001-94,GESTAMP BRASIL INDUSTRIA DE AUTOPECAS S/A,,R JOSE SEMES,17900,,ITALIA,SAO JOSE DOS PINHAIS,PR,(41) 2169-5100,,,ATIVA,2005-11-03T00:00:00.000,,MATRIZ,1997-09-08T00:00:00.000,205-4 - Sociedade Anônima Fechada,,,,229914393.0,2147467,41.300.015.848,LUCRO REAL,False,False,2021-05-13T15:21:08.000,DEMAIS,"29.49-2/99 Fabricação de outras peças e acessórios para veículos automotores não especificadas anteriormente
","33.14-7/13 Manutenção e reparação de máquinas-ferramenta
77.39-0/99 Aluguel de outras máquinas e equipamentos comerciais e industriais não especificados anteriormente, sem operador
29.45-0/00 Fabricação de material elétrico e eletrônico para veículos automotores, exceto baterias
28.40-2/00 Fabricação de máquinas-ferramenta, peças e acessórios
64.62-0/00 Holdings de instituições não financeiras
82.11-3/00 Serviços combinados de escritório e apoio administrativo
",Indústria,229914393.0,83020-442,"[{'Qualificacao': '10-Diretor', 'PaisOrigem': '', 'QualificacaoRepresentanteLegal': '', 'Nome': 'MIGUEL ANGEL VICENTE FERNANDEZ', 'NomeRepresentanteLegal': None}, {'Qualificacao': '10-Diretor', 'PaisOrigem': '', 'QualificacaoRepresentanteLegal': '', 'Nome': 'RICARDO OBERRATHER', 'NomeRepresentanteLegal': None}, {'Qualificacao': '10-Diretor', 'PaisOrigem': '', 'QualificacaoRepresentanteLegal': '', 'Nome': 'NEURI NUNES DE LIMA', 'NomeRepresentanteLegal': None}, {'Qualificacao': '10-Diretor', 'PaisOrigem': '', 'QualificacaoRepresentanteLegal': '', 'Nome': 'WASHINGTON ALVES DE OLIVEIRA', 'NomeRepresentanteLegal': None}, {'Qualificacao': '16-Presidente', 'PaisOrigem': '', 'QualificacaoRepresentanteLegal': '', 'Nome': 'MANUEL LOPEZ GRANDELA', 'NomeRepresentanteLegal': None}]",4125506
194,85.053.296/0001-61,SERZEGRAF INDUSTRIA EDITORA GRAFICA LTDA,,R BARTOLOMEU LOURENCO DE GUSMAO,330,,HAUER,CURITIBA,PR,(41) 3026-9460,,,ATIVA,2002-03-23T00:00:00.000,,MATRIZ,1992-06-02T00:00:00.000,206-2 - Sociedade Empresária Limitada,,,,250000.0,85053296,41.202.746.350,LUCRO REAL,False,False,2018-11-20T00:00:00.000,DEMAIS,"18.11-3/02 Impressão de livros, revistas e outras publicações periódicas
","17.41-9/02 Fabricação de produtos de papel, cartolina, papel-cartão e papelão ondulado para uso comercial e de escritório
58.19-1/00 Edição de cadastros, listas e outros produtos gráficos
17.31-1/00 Fabricação de embalagens de papel
17.32-0/00 Fabricação de embalagens de cartolina e papel-cartão
17.33-8/00 Fabricação de chapas e de embalagens de papelão ondulado
18.13-0/01 Impressão de material para uso publicitário
18.13-0/99 Impressão de material para outros usos
18.21-1/00 Serviços de pré-impressão
18.22-9/01 Serviços de encadernação e plastificação
18.22-9/99 Serviços de acabamentos gráficos, exceto encadernação e plastificação
22.22-6/00 Fabricação de embalagens de material plástico
58.11-5/00 Edição de livros
58.12-3/01 Edição de jornais diários
58.12-3/02 Edição de jornais não diários
58.13-1/00 Edição de revistas
58.21-2/00 Edição integrada à impressão de livros
58.29-8/00 Edição integrada à impressão de cadastros, listas e outros produtos gráficos
",Indústria,250000.0,81610-060,"[{'Qualificacao': '49-Sócio-Administrador', 'PaisOrigem': '', 'QualificacaoRepresentanteLegal': '', 'Nome': 'NADIR SERZEDELO DE OLIVEIRA', 'NomeRepresentanteLegal': None}, {'Qualificacao': '49-Sócio-Administrador', 'PaisOrigem': '', 'QualificacaoRepresentanteLegal': '', 'Nome': 'MARCELO CANDIDO NADAL DE OLIVEIRA', 'NomeRepresentanteLegal': None}]",4106902
195,79.691.556/0001-21,METALNORTE INDUSTRIA E COMERCIO LTDA,METALNORTE,R 11 ROBERTO ZIEMANN,1627,,AMIZADE,JARAGUA DO SUL,SC,(47) 3372-5300,,,ATIVA,2005-11-03T00:00:00.000,,MATRIZ,1986-10-29T00:00:00.000,206-2 - Sociedade Empresária Limitada,,,,5000.0,79691556,42.200.886.872,,False,False,2019-12-10T14:52:36.000,EPP,"28.64-0/00 Fabricação de máquinas e equipamentos para as indústrias do vestuário, do couro e de calçados, peças e acessórios
","33.21-0/00 Instalação de máquinas e equipamentos industriais
46.69-9/99 Comércio atacadista de outras máquinas e equipamentos não especificados anteriormente; partes e peças
47.57-1/00 Comércio varejista especializado de peças e acessórios para aparelhos eletroeletrônicos para uso doméstico, exceto informática e comunicação
33.14-7/20 Manutenção e reparação de máquinas e equipamentos para a indústria têxtil, do vestuário, do couro e calçados
",Indústria,5000.0,89255-300,"[{'Qualificacao': '22-Sócio', 'PaisOrigem': '', 'QualificacaoRepresentanteLegal': '', 'Nome': 'FRITCHEN BEHLING MANSKE', 'NomeRepresentanteLegal': None}]",4208906
196,04.340.373/0001-62,EDROMANIA INDUSTRIA E COMERCIO LTDA,EDROMANIA,R EDGAR VON BUETTNER,865,,BATEAS,BRUSQUE,SC,(47) 3350-3344/ (47) 3350-1271,andre.ww@terra.com.br,,ATIVA,2005-11-03T00:00:00.000,,MATRIZ,2001-03-12T00:00:00.000,206-2 - Sociedade Empresária Limitada,,,,60000.0,4340373,42.202.959.451,,False,False,2018-11-20T00:00:00.000,EPP,"13.51-1/00 Fabricação de artefatos têxteis para uso doméstico
","46.41-9/02 Comércio atacadista de artigos de cama, mesa e banho
47.55-5/03 Comercio varejista de artigos de cama, mesa e banho
",Indústria,60000.0,88355-350,"[{'Qualificacao': '49-Sócio-Administrador', 'PaisOrigem': '', 'QualificacaoRepresentanteLegal': '', 'Nome': 'ANDRE WALDRICH WALDRIGUES', 'NomeRepresentanteLegal': None}, {'Qualificacao': '22-Sócio', 'PaisOrigem': '', 'QualificacaoRepresentanteLegal': '', 'Nome': 'JACIRA DUARTE WALDRIGUES', 'NomeRepresentanteLegal': None}, {'Qualificacao': '22-Sócio', 'PaisOrigem': '', 'QualificacaoRepresentanteLegal': '', 'Nome': 'ARLINDO DUARTE', 'NomeRepresentanteLegal': None}]",4202909
