,Nome,UfEndereco,ReceitaSituacao,ReceitaAbertura,ReceitaNaturezaJuridica,ReceitaSituacaoEspecial,ReceitaCapitalSocial,OpcaoTributaria,Porte,ReceitaAtividade,cnpj,Faturamento,Funcionarios,TotalProtesto,ValorProtesto
81,IND QUIMICAS CARBOMAFRA S A,PR,ATIVA,1969-07-25T00:00:00.000,205-4 - Sociedade Anônima Fechada,FALIDO,3072167.0,LUCRO REAL,DEMAIS,"20.99-1/99 Fabricação de outros produtos químicos não especificados anteriormente
",85.128.981/0001-00,de 0 até 81.000,de 5 até 10,5,"2.157,02"
82,VERONA MOVEIS LTDA,SC,ATIVA,2003-06-24T00:00:00.000,206-2 - Sociedade Empresária Limitada,,200000.0,SIMPLES NACIONAL,EPP,"31.01-2/00 Fabricação de móveis com predominância de madeira
",05.735.263/0001-62,de 1.500.000 até 4.800.000,de 10 até 50,163,"252.640,73"
83,CDKA INDUSTRIA DE MALHAS LTDA,SC,ATIVA,2006-07-19T00:00:00.000,206-2 - Sociedade Empresária Limitada,,30000.0,,DEMAIS,"14.12-6/01 Confecção de peças do vestuário, exceto roupas íntimas e as confeccionadas sob medida
",08.157.644/0001-08,de 10.000.000 até 30.000.000,de 50 até 100,52,"1.180.825,98"
84,MC-JU INDUSTRIA E COMERCIO DE CONFECCOES LTDA,SC,ATIVA,1991-06-25T00:00:00.000,206-2 - Sociedade Empresária Limitada,,5309145.0,LUCRO PRESUMIDO,DEMAIS,"14.12-6/01 Confecção de peças do vestuário, exceto roupas íntimas e as confeccionadas sob medida
",83.201.111/0001-93,de 100.000.000 até 300.000.000,de 100 até 500,0,-
85,EMA ALIMENTOS LTDA,RS,ATIVA,2007-02-14T00:00:00.000,206-2 - Sociedade Empresária Limitada,,30000.0,,DEMAIS,"46.23-1/99 Comércio atacadista de matérias-primas agrícolas não especificadas anteriormente
",08.650.630/0001-13,de 1.500.000 até 4.800.000,de 10 até 50,14,"54.978,21"
86,VIPEL INDUSTRIA E COMERCIO LTDA,SC,ATIVA,1988-02-18T00:00:00.000,206-2 - Sociedade Empresária Limitada,,11600000.0,,DEMAIS,"23.11-7/00 Fabricação de vidro plano e de segurança
",80.481.146/0001-35,de 10.000.000 até 30.000.000,de 100 até 500,0,-
87,AGILE DISTRIBUIDORA LTDA,SC,ATIVA,2015-04-07T00:00:00.000,206-2 - Sociedade Empresária Limitada,,5830000.0,,DEMAIS,"46.79-6/99 Comércio atacadista de materiais de construção em geral
",22.226.515/0001-47,de 4.800.000 até 10.000.000,de 50 até 100,0,-
88,ELETRO INDUSTRIAL LTDA,SC,ATIVA,2012-09-24T00:00:00.000,206-2 - Sociedade Empresária Limitada,,7352000.0,LUCRO PRESUMIDO,DEMAIS,"25.32-2/01 Produção de artefatos estampados de metal
",05.409.888/0002-15,de 10.000.000 até 30.000.000,de 50 até 100,0,-
89,MAYZEER MALHARIA LTDA,SC,ATIVA,1997-10-23T00:00:00.000,206-2 - Sociedade Empresária Limitada,,0.0,,EPP,"13.30-8/00 Fabricação de tecidos de malha
",02.209.188/0001-08,de 360.000 até 1.500.000,de 10 até 50,0,-
90,LATINA CONFECOES LTDA,SC,ATIVA,2013-03-19T00:00:00.000,206-2 - Sociedade Empresária Limitada,,20000.0,,DEMAIS,"14.12-6/01 Confecção de peças do vestuário, exceto roupas íntimas e as confeccionadas sob medida
",17.797.304/0001-24,de 30.000.000 até 100.000.000,de 50 até 100,0,-
91,ARENA COMERCIO DE ARTIGOS ESPORTIVOS LTDA.,RS,ATIVA,2014-10-07T00:00:00.000,206-2 - Sociedade Empresária Limitada,,2598960.0,,EPP,"15.32-7/00 Fabricação de tênis de qualquer material
",21.189.130/0001-94,de 1.500.000 até 4.800.000,de 10 até 50,0,-
92,SCHULZ COMPRESSORES LTDA,SC,ATIVA,2015-11-09T00:00:00.000,206-2 - Sociedade Empresária Limitada,,218205849.0,,DEMAIS,"28.14-3/01 Fabricação de compressores para uso industrial, peças e acessórios
",23.635.798/0001-43,de 10.000.000 até 30.000.000,de 100 até 500,0,-
93,EMBALATRENTO PAPEIS IMPORTACAO E EXPORTACAO LTDA,SC,ATIVA,2007-08-14T00:00:00.000,206-2 - Sociedade Empresária Limitada,,100000.0,,DEMAIS,"17.31-1/00 Fabricação de embalagens de papel
",09.009.247/0001-43,de 4.800.000 até 10.000.000,de 100 até 500,0,-
94,PAMPLONA ILUMINACAO LTDA,SC,ATIVA,1986-07-09T00:00:00.000,206-2 - Sociedade Empresária Limitada,,10000000.0,LUCRO REAL,DEMAIS,"27.40-6/02 Fabricação de luminárias e outros equipamentos de iluminação
",79.416.459/0001-20,de 100.000.000 até 300.000.000,de 100 até 500,0,-
95,V. L. AGRO-INDUSTRIAL LTDA EM RECUPERACAO JUDICIAL,PR,ATIVA,2003-02-03T00:00:00.000,206-2 - Sociedade Empresária Limitada,RECUPERACAO JUDICIAL,15000000.0,LUCRO REAL,DEMAIS,"10.12-1/03 Frigorífico - abate de suínos
",05.488.486/0001-72,de 100.000.000 até 300.000.000,de 100 até 500,13,"1.119.692,05"
96,INDUSTRIA E COMERCIO DE MALHAS PEMGIR LTDA.,SC,ATIVA,1994-06-13T00:00:00.000,206-2 - Sociedade Empresária Limitada,,680000.0,LUCRO PRESUMIDO,DEMAIS,"13.30-8/00 Fabricação de tecidos de malha
",00.087.731/0001-16,de 30.000.000 até 100.000.000,de 100 até 500,0,-
97,CONFECCOES BARRAGEM NORTE LTDA,SC,ATIVA,1998-08-01T00:00:00.000,206-2 - Sociedade Empresária Limitada,,,SIMPLES NACIONAL,EPP,"14.12-6/02 Confecção, sob medida, de peças do vestuário, exceto roupas íntimas
",02.708.859/0001-85,de 360.000 até 1.500.000,de 5 até 10,0,-
98,FLAJO INDUSTRIA E COMERCIO DE ACABAMENTOS TEXTEIS LTDA.,SC,ATIVA,1998-10-22T00:00:00.000,206-2 - Sociedade Empresária Limitada,,4427589.0,ISENTO,EPP,"14.12-6/01 Confecção de peças do vestuário, exceto roupas íntimas e as confeccionadas sob medida
",02.809.886/0001-44,de 1.500.000 até 4.800.000,de 10 até 50,0,-
99,SMG INDUSTRIAL LTDA,SC,ATIVA,2001-05-18T00:00:00.000,206-2 - Sociedade Empresária Limitada,,4600000.0,,DEMAIS,"10.20-1/02 Fabricação de conservas de peixes, crustáceos e moluscos
",04.475.667/0001-00,de 10.000.000 até 30.000.000,de 100 até 500,0,-
100,PLM PLASTICOS LTDA,PR,ATIVA,1998-02-16T00:00:00.000,206-2 - Sociedade Empresária Limitada,,14751702.0,LUCRO REAL,DEMAIS,"22.29-3/02 Fabricação de artefatos de material plástico para usos industriais
",02.385.570/0001-72,de 30.000.000 até 100.000.000,de 100 até 500,0,-
101,ZAGONEL S.A.,SC,ATIVA,1989-06-20T00:00:00.000,205-4 - Sociedade Anônima Fechada,,36095990.0,,DEMAIS,"27.59-7/01 Fabricação de aparelhos elétricos de uso pessoal, peças e acessórios
",81.365.223/0001-54,de 30.000.000 até 100.000.000,de 100 até 500,0,-
102,NW ASSISTENCIA LTDA,SC,ATIVA,2011-07-27T00:00:00.000,206-2 - Sociedade Empresária Limitada,,120000.0,SIMPLES NACIONAL,ME,"95.12-6/00 Reparação e manutenção de equipamentos de comunicação
",14.028.218/0001-69,de 81.000 até 360.000,de 10 até 50,0,-
103,GELOTECH SOLUCOES TERMICAS LTDA,PR,ATIVA,2011-04-08T00:00:00.000,206-2 - Sociedade Empresária Limitada,,93700.0,SIMPLES NACIONAL,DEMAIS,"46.86-9/02 Comércio atacadista de embalagens
",13.549.636/0001-39,de 1.500.000 até 4.800.000,de 10 até 50,0,-
104,R NETO DO BRASIL PECAS AUTOMOTIVAS LTDA,SC,ATIVA,2002-05-14T00:00:00.000,206-2 - Sociedade Empresária Limitada,,34731189.0,,DEMAIS,"45.30-7/01 Comércio por atacado de peças e acessórios novos para veículos automotores
",05.097.311/0001-34,de 100.000.000 até 300.000.000,de 50 até 100,0,-
105,CODERPLAST - REPRESENTACOES COMERCIAIS LTDA,SC,ATIVA,1985-04-19T00:00:00.000,206-2 - Sociedade Empresária Limitada,,100000.0,SIMPLES NACIONAL,EPP,"47.89-0/99 Comércio varejista de outros produtos não especificados anteriormente
",78.839.776/0001-97,de 360.000 até 1.500.000,de 10 até 50,0,-
106,ALUMINIO SAO JOSE LTDA.,SC,ATIVA,2002-03-14T00:00:00.000,206-2 - Sociedade Empresária Limitada,,100000.0,LUCRO REAL,DEMAIS,"46.72-9/00 Comércio atacadista de ferragens e ferramentas
",04.954.155/0001-18,de 30.000.000 até 100.000.000,de 100 até 500,0,-
107,FLUIDRA BRASIL INDUSTRIA E COMERCIO LTDA,SC,ATIVA,2008-01-24T00:00:00.000,206-2 - Sociedade Empresária Limitada,,86751376.0,,DEMAIS,"28.29-1/99 Fabricação de outras máquinas e equipamentos de uso geral não especificados anteriormente, peças e acessórios
",09.364.298/0001-93,de 10.000.000 até 30.000.000,de 100 até 500,1,"127.470,42"
108,MATRIX TERMOPLASTICOS EIRELI,SC,ATIVA,1988-04-28T00:00:00.000,230-5 - Empresa Individual de Responsabilidade Limitada (de Natureza Empresária),,250000.0,SIMPLES NACIONAL,EPP,"22.29-3/01 Fabricação de artefatos de material plástico para uso pessoal e doméstico
",58.783.333/0001-14,de 1.500.000 até 4.800.000,de 10 até 50,0,-
109,PORCELANA BOT ART EIRELI,PR,ATIVA,2009-02-06T00:00:00.000,230-5 - Empresa Individual de Responsabilidade Limitada (de Natureza Empresária),,72400.0,,EPP,"23.49-4/99 Fabricação de produtos cerâmicos não refratários não especificados anteriormente
",10.624.194/0001-50,de 360.000 até 1.500.000,de 10 até 50,25,"125.692,90"
110,DIVISA SUL MALHAS LTDA,SC,ATIVA,1993-03-09T00:00:00.000,206-2 - Sociedade Empresária Limitada,,80000.0,,DEMAIS,"14.21-5/00 Fabricação de meias
",95.858.452/0001-15,de 1.500.000 até 4.800.000,de 10 até 50,11,"1.410.053,30"
111,VENTUNO CONFECCOES EIRELI,SC,ATIVA,2000-12-15T00:00:00.000,230-5 - Empresa Individual de Responsabilidade Limitada (de Natureza Empresária),,200000.0,,DEMAIS,"14.12-6/01 Confecção de peças do vestuário, exceto roupas íntimas e as confeccionadas sob medida
",04.196.193/0001-59,de 1.500.000 até 4.800.000,de 10 até 50,39,"528.466,37"
112,BLUE ALIMENTOS EIRELI,SC,ATIVA,2010-12-03T00:00:00.000,230-5 - Empresa Individual de Responsabilidade Limitada (de Natureza Empresária),,93700.0,,DEMAIS,"10.99-6/99 Fabricação de outros produtos alimentícios não especificados anteriormente
",12.959.355/0001-91,de 10.000.000 até 30.000.000,acima de 500,0,-
113,CONFECCOES UBINSKI EIRELI,SC,ATIVA,1996-05-22T00:00:00.000,230-5 - Empresa Individual de Responsabilidade Limitada (de Natureza Empresária),,100000.0,,ME,"14.12-6/01 Confecção de peças do vestuário, exceto roupas íntimas e as confeccionadas sob medida
",01.209.557/0001-08,de 81.000 até 360.000,de 10 até 50,48,"108.074,99"
114,CONFECCOES BRINCAR E ARTE LTDA,SC,ATIVA,2010-07-06T00:00:00.000,206-2 - Sociedade Empresária Limitada,,40000.0,,DEMAIS,"14.12-6/01 Confecção de peças do vestuário, exceto roupas íntimas e as confeccionadas sob medida
",12.181.973/0001-53,de 10.000.000 até 30.000.000,de 50 até 100,0,-
115,CAFE LONTRINHA LTDA,PR,ATIVA,1972-12-12T00:00:00.000,206-2 - Sociedade Empresária Limitada,,14140.0,LUCRO REAL,DEMAIS,"10.81-3/02 Torrefação e moagem de café
",80.218.514/0001-57,de 10.000.000 até 30.000.000,de 50 até 100,0,-
116,AKM CONFECCOES EIRELI,PR,ATIVA,2009-07-02T00:00:00.000,230-5 - Empresa Individual de Responsabilidade Limitada (de Natureza Empresária),,96000.0,SIMPLES NACIONAL,ME,"14.12-6/01 Confecção de peças do vestuário, exceto roupas íntimas e as confeccionadas sob medida
",10.939.960/0001-75,de 0 até 81.000,de 10 até 50,0,-
117,MULTIBOM DISTRIBUIDORA DE PRODUTOS ALIMENTICIOS LTDA,SC,ATIVA,1982-12-14T00:00:00.000,206-2 - Sociedade Empresária Limitada,,0.0,,DEMAIS,"46.37-1/99 Comércio atacadista especializado em outros produtos alimentícios não especificados anteriormente
",76.573.427/0001-40,de 360.000 até 1.500.000,de 5 até 10,0,-
118,CEMA PRODUTOS PARA SAUDE EIRELI,RS,ATIVA,2009-03-31T00:00:00.000,230-5 - Empresa Individual de Responsabilidade Limitada (de Natureza Empresária),,100000.0,,ME,"46.44-3/01 Comércio atacadista de medicamentos e drogas de uso humano
",10.778.133/0001-47,de 81.000 até 360.000,de 10 até 50,0,-
119,CARNESUL COMERCIAL DE ALIMENTOS EIRELI,PR,ATIVA,2009-09-18T00:00:00.000,230-5 - Empresa Individual de Responsabilidade Limitada (de Natureza Empresária),,1500000.0,,ME,"10.11-2/01 Frigorífico - abate de bovinos
",11.165.831/0001-30,de 81.000 até 360.000,de 10 até 50,94,"1.252.045,85"
120,BIAZAM PRODUTOS METALURGICOS LTDA,PR,ATIVA,1994-02-01T00:00:00.000,206-2 - Sociedade Empresária Limitada,,3335000.0,LUCRO REAL,DEMAIS,"25.32-2/01 Produção de artefatos estampados de metal
",74.170.812/0001-11,de 30.000.000 até 100.000.000,de 100 até 500,45,"557.518,05"
121,SILMAQ COMERCIO DE MAQUINAS E EQUIPAMENTOS LTDA,SC,ATIVA,1987-03-18T00:00:00.000,206-2 - Sociedade Empresária Limitada,,105900000.0,LUCRO REAL,DEMAIS,"46.63-0/00 Comércio atacadista de máquinas e equipamentos para uso industrial; partes e peças
",79.922.639/0001-84,de 100.000.000 até 300.000.000,de 100 até 500,0,-
122,C C FIOS INDUSTRIA E COMERCIO DE FIOS EIRELI,SC,ATIVA,2009-04-17T00:00:00.000,230-5 - Empresa Individual de Responsabilidade Limitada (de Natureza Empresária),,150000.0,,DEMAIS,"13.14-6/00 Fabricação de linhas para costurar e bordar
",10.766.788/0001-03,de 360.000 até 1.500.000,de 5 até 10,0,-
123,VIVANT INDUSTRIA E COMERCIO DE MALHAS EIRELI,SC,ATIVA,2008-10-22T00:00:00.000,230-5 - Empresa Individual de Responsabilidade Limitada (de Natureza Empresária),,80000.0,LUCRO PRESUMIDO,DEMAIS,"13.30-8/00 Fabricação de tecidos de malha
",10.423.004/0001-36,de 1.500.000 até 4.800.000,de 10 até 50,41,"249.877,03"
124,LAMINADOS DIWAL LTDA,PR,ATIVA,1999-11-18T00:00:00.000,206-2 - Sociedade Empresária Limitada,,221000.0,LUCRO PRESUMIDO,DEMAIS,"16.21-8/00 Fabricação de madeira laminada e de chapas de madeira compensada, prensada e aglomerada
",03.509.540/0001-93,de 10.000.000 até 30.000.000,de 50 até 100,0,-
125,ATAM INDUSTRIA E COMERCIO DE TECIDOS LTDA,SC,ATIVA,2008-04-30T00:00:00.000,206-2 - Sociedade Empresária Limitada,,110000.0,SIMPLES NACIONAL,ME,"14.12-6/01 Confecção de peças do vestuário, exceto roupas íntimas e as confeccionadas sob medida
",09.531.491/0001-71,de 81.000 até 360.000,de 10 até 50,0,-
126,MARTIFLEX INDUSTRIA DE CADEIRAS E POLTRONAS LTDA,PR,ATIVA,2000-10-23T00:00:00.000,206-2 - Sociedade Empresária Limitada,,320000.0,,DEMAIS,"31.02-1/00 Fabricação de móveis com predominância de metal
",04.108.375/0001-20,de 10.000.000 até 30.000.000,de 50 até 100,0,-
127,DISIPAN PANIFICACAO E CONFEITARIA LTDA,SC,ATIVA,1992-12-22T00:00:00.000,206-2 - Sociedade Empresária Limitada,,15000.0,LUCRO PRESUMIDO,DEMAIS,"10.91-1/01 Fabricação de produtos de panificação industrial
",95.806.675/0001-39,de 1.500.000 até 4.800.000,de 50 até 100,0,-
128,MALHAS LION SA IND COM E IMPORTACAO,SC,ATIVA,1966-08-24T00:00:00.000,205-4 - Sociedade Anônima Fechada,,265000.0,LUCRO REAL,DEMAIS,"14.11-8/01 Confecção de roupas íntimas
",82.637.422/0001-37,de 1.500.000 até 4.800.000,de 10 até 50,7,"526.046,00"
129,PLASTICOS UMASOLDA LTDA,SC,ATIVA,2009-06-03T00:00:00.000,206-2 - Sociedade Empresária Limitada,,10000.0,SIMPLES NACIONAL,DEMAIS,"22.22-6/00 Fabricação de embalagens de material plástico
",10.882.878/0001-51,de 1.500.000 até 4.800.000,de 10 até 50,0,-
130,MARLON AUGUSTO MAES CONFECCOES & CIA EIRELI,SC,ATIVA,1991-04-18T00:00:00.000,230-5 - Empresa Individual de Responsabilidade Limitada (de Natureza Empresária),,95400.0,,DEMAIS,"14.12-6/01 Confecção de peças do vestuário, exceto roupas íntimas e as confeccionadas sob medida
",83.030.817/0001-30,de 4.800.000 até 10.000.000,acima de 500,0,-
131,OLEOVEG INDUSTRIA E COMERCIO DE OLEOS VEGETAIS LTDA.,PR,ATIVA,1996-04-22T00:00:00.000,206-2 - Sociedade Empresária Limitada,,98745894.0,,DEMAIS,"46.23-1/06 Comércio atacadista de sementes, flores, plantas e gramas
",01.152.664/0001-39,de 1.500.000 até 4.800.000,de 100 até 500,104,"1.580.608,38"
132,VISION HOLDING LTDA,SC,ATIVA,2007-03-26T00:00:00.000,206-2 - Sociedade Empresária Limitada,,800000.0,,DEMAIS,"64.62-0/00 Holdings de instituições não financeiras
",08.766.561/0001-08,de 10.000.000 até 30.000.000,de 50 até 100,35,"5.042.765,77"
133,COSTAO INDUSTRIA E COMERCIO DE CONFECCOES LTDA.,SC,ATIVA,2008-04-25T00:00:00.000,206-2 - Sociedade Empresária Limitada,,20000.0,,EPP,"14.12-6/01 Confecção de peças do vestuário, exceto roupas íntimas e as confeccionadas sob medida
",09.533.927/0001-61,de 1.500.000 até 4.800.000,de 10 até 50,0,-
134,BORRACHAS DECABOR EIRELI,SC,ATIVA,1997-10-08T00:00:00.000,230-5 - Empresa Individual de Responsabilidade Limitada (de Natureza Empresária),,75000.0,SIMPLES NACIONAL,EPP,"22.19-6/00 Fabricação de artefatos de borracha não especificados  anteriormente 
",02.166.703/0001-10,de 1.500.000 até 4.800.000,de 10 até 50,10,"18.815,48"
135,YPY INDUSTRIA E DISTRIBUICAO DE SORVETES LTDA,SC,ATIVA,1997-05-02T00:00:00.000,206-2 - Sociedade Empresária Limitada,,6250000.0,SIMPLES NACIONAL,EPP,"10.53-8/00 Fabricação de sorvetes e outros gelados comestíveis
",01.833.002/0001-24,de 1.500.000 até 4.800.000,de 10 até 50,0,-
136,STEIGLEDER TEXTIL INDUSTRIA E COMERCIO LTDA,SC,ATIVA,1957-02-23T00:00:00.000,206-2 - Sociedade Empresária Limitada,,304736.16,SIMPLES NACIONAL,EPP,"13.21-9/00 Tecelagem de fios de algodão
",84.292.259/0001-43,de 1.500.000 até 4.800.000,de 10 até 50,0,-
137,QUIMICA NOVA BRASIL LTDA,SC,ATIVA,2012-08-31T00:00:00.000,206-2 - Sociedade Empresária Limitada,,363650.0,,DEMAIS,"20.99-1/99 Fabricação de outros produtos químicos não especificados anteriormente
",16.803.266/0001-02,de 4.800.000 até 10.000.000,de 10 até 50,0,-
138,INDUSTRIA E COMERCIO DE COSMETICOS PORTO BELO LTDA,SC,ATIVA,2009-09-03T00:00:00.000,206-2 - Sociedade Empresária Limitada,,40000.0,,EPP,"20.63-1/00 Fabricação de cosméticos, produtos de perfumaria e de higiene pessoal
",11.110.960/0001-20,de 1.500.000 até 4.800.000,de 10 até 50,0,-
139,AGUAS MINERAIS FONTES D MIRANDA LTDA,RS,ATIVA,1992-05-04T00:00:00.000,206-2 - Sociedade Empresária Limitada,,1000000.0,LUCRO REAL,EPP,"11.21-6/00 Fabricação de águas envasadas
",94.576.196/0001-00,de 360.000 até 1.500.000,de 10 até 50,106,"749.828,85"
140,AGUAS MINERAIS FONTES D MIRANDA LTDA,RS,ATIVA,1992-05-04T00:00:00.000,206-2 - Sociedade Empresária Limitada,,1000000.0,LUCRO REAL,EPP,"11.21-6/00 Fabricação de águas envasadas
",94.576.196/0001-00,de 360.000 até 1.500.000,de 10 até 50,106,"749.828,85"
141,AGUAS MINERAIS FONTES D MIRANDA LTDA,RS,ATIVA,1992-05-04T00:00:00.000,206-2 - Sociedade Empresária Limitada,,1000000.0,LUCRO REAL,EPP,"11.21-6/00 Fabricação de águas envasadas
",94.576.196/0001-00,de 360.000 até 1.500.000,de 10 até 50,106,"749.828,85"
142,AGUAS MINERAIS FONTES D MIRANDA LTDA,RS,ATIVA,1992-05-04T00:00:00.000,206-2 - Sociedade Empresária Limitada,,1000000.0,LUCRO REAL,EPP,"11.21-6/00 Fabricação de águas envasadas
",94.576.196/0001-00,de 360.000 até 1.500.000,de 10 até 50,106,"749.828,85"
143,BRUBRINQ INDUSTRIA E COMERCIO DE BRINQUEDOS LTDA,SC,ATIVA,1998-03-31T00:00:00.000,206-2 - Sociedade Empresária Limitada,,50000.0,SIMPLES NACIONAL,EPP,"32.40-0/99 Fabricação de outros brinquedos e jogos recreativos não especificados anteriormente
",02.448.442/0001-20,de 1.500.000 até 4.800.000,de 10 até 50,0,-
144,GEANCARLO DARLAN DA SILVA EIRELI,SC,ATIVA,2010-05-27T00:00:00.000,230-5 - Empresa Individual de Responsabilidade Limitada (de Natureza Empresária),,95400.0,SIMPLES NACIONAL,EPP,"47.44-0/01 Comércio varejista de ferragens e ferramentas
",12.012.667/0001-93,de 360.000 até 1.500.000,de 10 até 50,49,"116.797,53"
145,EXATTA BOMBAS LTDA,SC,ATIVA,2002-10-03T00:00:00.000,206-2 - Sociedade Empresária Limitada,,110000.0,,DEMAIS,"28.13-5/00 Fabricação de válvulas, registros e dispositivos semelhantes, peças e acessórios
",05.319.720/0001-38,de 1.500.000 até 4.800.000,de 10 até 50,0,-
146,R. A. DESIGN INDUSTRIA MOVELEIRA EIRELI,PR,ATIVA,2015-03-11T00:00:00.000,230-5 - Empresa Individual de Responsabilidade Limitada (de Natureza Empresária),,80000.0,,DEMAIS,"31.01-2/00 Fabricação de móveis com predominância de madeira
",22.029.488/0001-12,de 4.800.000 até 10.000.000,de 100 até 500,548,"650.364,64"
147,POLPAFLEX EMBALAGENS LTDA,SC,ATIVA,2007-05-02T00:00:00.000,206-2 - Sociedade Empresária Limitada,,15000.0,,EPP,"17.31-1/00 Fabricação de embalagens de papel
",08.795.206/0001-67,de 1.500.000 até 4.800.000,de 50 até 100,4,"254.739,53"
148,BRH SULFLEX INDUSTRIA DE ARTEFATOS DE BORRACHA LTDA EM RECUPERACAO JUDICIAL,PR,ATIVA,2012-10-10T00:00:00.000,206-2 - Sociedade Empresária Limitada,RECUPERACAO JUDICIAL,600000.0,LUCRO REAL,DEMAIS,"22.19-6/00 Fabricação de artefatos de borracha não especificados  anteriormente 
",17.047.353/0001-40,de 10.000.000 até 30.000.000,de 100 até 500,24,"1.273.508,71"
149,OCL COMERCIO E IMPORTACAO LTDA,SC,ATIVA,1969-12-31T00:00:00.000,206-2 - Sociedade Empresária Limitada,,3600000.0,LUCRO PRESUMIDO,DEMAIS,"47.44-0/01 Comércio varejista de ferragens e ferramentas
",83.892.182/0001-80,de 30.000.000 até 100.000.000,de 100 até 500,1,"1.257,92"
150,IMAX INDUSTRIAL IMPORTADORA E EXPORTADORA DE VIDROS LTDA,SC,ATIVA,1999-03-18T00:00:00.000,206-2 - Sociedade Empresária Limitada,,20000.0,,DEMAIS,"47.43-1/00 Comércio varejista de vidros
",03.046.744/0001-35,de 1.500.000 até 4.800.000,de 10 até 50,0,-
151,BIOSANI INDUSTRIA E COMERCIO DE PRODUTOS MEDICOS E ODONTOLOGICOS LTDA,PR,ATIVA,2004-01-15T00:00:00.000,206-2 - Sociedade Empresária Limitada,,630000.0,,EPP,"32.50-7/05 Fabricação de materiais para medicina e odontologia
",06.143.681/0001-23,de 360.000 até 1.500.000,de 10 até 50,79,"1.027.454,40"
152,BERMO VALVULAS E EQUIPAMENTOS INDUSTRIAIS LTDA,SC,ATIVA,1969-11-27T00:00:00.000,206-2 - Sociedade Empresária Limitada,,3273585.0,LUCRO REAL,DEMAIS,"46.63-0/00 Comércio atacadista de máquinas e equipamentos para uso industrial; partes e peças
",82.662.263/0001-20,de 30.000.000 até 100.000.000,de 50 até 100,0,-
153,RESIMETAL INDUSTRIA E COMERCIO DE PRODUTOS PARA DECORACAO E ACESSORIOS PARA BANHEIROS LTDA,SC,ATIVA,2008-10-23T00:00:00.000,206-2 - Sociedade Empresária Limitada,,765191.0,SIMPLES NACIONAL,EPP,"22.29-3/03 Fabricação de artefatos de material plástico para uso na construção, exceto tubos e acessórios
",10.428.174/0001-03,de 360.000 até 1.500.000,de 10 até 50,0,-
154,FIBRAMIL TELECOM LTDA,PR,ATIVA,2011-04-28T00:00:00.000,206-2 - Sociedade Empresária Limitada,,100000.0,,ME,"43.21-5/00 Instalação e manutenção elétrica
",13.601.614/0001-70,de 81.000 até 360.000,de 10 até 50,217,"920.604,70"
